example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_013326,"This is urgent, Can I see the menu? please fix this!",MENU_INQUIRY,Ask about menu,Menu,validation,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013327,"Hey, Please help me find an item I left behind. right now!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013328,Can you help me? The waiter argued with us about the ordr. asap?,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013329,modify my table reservation under Taylor.,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013330,Can you help me? The food looks unsafe to eat. thanks?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013331,"Please help, The delivery time keeps changing for my ordr. right now?",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013332,Can you help me? Why is my noodles order delayed? today!,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013333,"This is urgent, Refund me for the tacos. ASAP.",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013334,My payment failed while placing order R238331.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013335,I need help. I paid once but see two transactions. if possible.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013336,The caesar salad was stale.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013337,"This is urgent, The app did not credit my app rewards.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013338,My payment failed while placing order R644645.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_013339,"Please help, Two payments were taken for the same order. asap?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013340,My margherita pizza is missing from order R407273.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,phone,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013341,"Hello, I need to cancel my resturant booking. thanks.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013342,I need help. Please start a refnd request. today.,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013343,I waited over an hour for order R452863.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013344,"This is urgent, Cancel my reservation for tonight.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013345,"Hey, I did not get all items I ordered. please?",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,phone,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013346,I need help. I did not get all items I ordred. today!,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013347,URGENT: Is breakfast available at Downtown branch?,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013348,"This is urgent, I think I forgot my keys at our table. please fix this.",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013349,"URGENT: I do not want chatbot help, get me an agent. ASAP",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013350,"Quick question, Can someone from your team contact me? right now.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013351,"Hey, I want to book a table for 6 people tonight. asap.",RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013352,I left my watch at the Main Street location.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013353,Order R127980 has been delayed for too long.,ORDER_DELAYED,Order is late,Delivery / Kitchen,test,medium,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013354,Can you tell me if the iced tea has soy? please!,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013355,Can you help me? My payment failed while placing order R538505. if possible,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013356,"This is urgent, Where is my order R327823? ASAP!",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013357,The delivery for order R458087 was supposed to arrive last night but it is still not here. if possible,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013358,I need help. Update my reservation at the University Avenue store. asap?,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013359,Need help now: Can you cater a party next week? please fix this?,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013360,"This is urgent, The caesar salad was spoiled. ASAP?",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013361,"Hi, Can someone from your team contact me? today",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013362,"Quick question, I recieved shrimp noodles instead of chicken burger. today",WRONG_ITEM,Wrong food/item received,Kitchen,validation,medium,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013363,"The ordr label is mine, but the food is wrong. if possible",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013364,"Hey, The restaurant says it was sent, but I have not received it. today.",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013365,Need help now: I got sick after eating the paneer tikka.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,counter,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013366,"Quick question, I entered WEEKEND25, but the discount did not show. please?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013367,Order R130742 has incorrect food.,WRONG_ITEM,Wrong food/item received,Kitchen,validation,medium,negative,phone,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013368,"Please help, I need to pick up my lost water bottle. please help!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013369,Tell me the stock price of a company. please.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013370,Need help now: The cashier was rude to me. please fix this!,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013371,"Hey, What is the weather tomorrow? thanks.",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013372,I need help. Do you have availability for 5 guests 6:30 pm?,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013373,Can you help me? Help me choose a phone plan. right now.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013374,"Quick question, How do I cancel a dinner reservation? today?",RESERVATION_CANCEL,Cancel booking,Reservations,test,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013375,"Hello, This order is taking much longer than promised. if possible",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013376,"Please help, The transaction did not go through. thanks.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013377,"Please help, I cannot make it, please cancel our table. thanks",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013378,"Hi, Can I speak with a real person? if possible!",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013379,"This is urgent, I placed order R606121 around 7 pm and want an update. ASAP.",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013380,"Quick question, Order R946301 is missng even though tracking says completed. please!",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013381,"Hi, I need a refund because the food was not delivered. please help",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013382,I waited over an hour for order R567433.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_013383,"Hello, Why is my restaurant coupon invalid? please help!",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013384,Can you help me? Can you tell me if the pasta alfredo has soy? please!,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,validation,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013385,"Please help, Can you send me the dinner menu? thanks!",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013386,"Hello, The iced tea was raw.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,counter,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013387,"Hello, What are today's specials?",MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013388,"Hey, Please make a dinner resrvation for 4. right now.",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013389,"Hey, I no longer need the table tonight.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013390,"Hi, I have a gluten allergy, what can I order? asap.",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013391,The restaurant sent the wrong food in order R605966.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_013392,URGENT: What is included in the combo meal? please fix this.,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_013393,I need help. Why did my rewards disappear? please?,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_013394,"Please help, Order R291687 has duplicate payment charges. today?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013395,"Quick question, What are your catering packages? asap",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_013396,"Hello, I cannot use my discount code. today?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
